image_id,learned_value,bicubic_value,delta_vs_bicubic
ntl_chip_Savissivik_1422,0.9985860586166382,0.999988615512848,-0.0014025568962098278
ntl_chip_Polyarnyye_Zori_195,0.9985860586166382,0.999988615512848,-0.0014025568962098278
ntl_chip_Krasnoarmeysk_217,0.9708818793296814,0.9579483866691588,0.012933492660522572
ntl_chip_Douar_Ras_el_Ksar_1834,0.9589673280715942,0.9441689252853394,0.014798402786254883
ntl_chip_Los_Blancos_683,0.941717267036438,0.9264304637908936,0.015286803245544434
ntl_chip_Gyegu_1068,0.9426344633102416,0.927258551120758,0.015375912189483643
ntl_chip_Sao_Miguel_do_Araguaia_902,0.941787600517273,0.925723135471344,0.016064465045928955
ntl_chip_Tinogasta_693,0.9461029767990112,0.9294560551643372,0.016646921634674072
ntl_chip_Carlos_Casares_697,0.9517344832420348,0.9344916343688964,0.017242848873138428
ntl_chip_Canarana_I_872,0.9423055648803712,0.924704611301422,0.017600953578949197
