image_id,method,psnr,ssim,rmse,mae,bias,r2,pearson,psnr_norm,ssim_norm,rmse_norm,mae_norm,bias_norm,r2_norm,pearson_norm
ntl_chip_Granadero_Baigorria_705,learned,32.05979537963867,0.9480791091918944,0.024946330115199,0.0139722749590873,-0.0010831196559593,0.987030565738678,0.9935436844825744,0.2040275938230742,0.9044511710778652,0.757020310576328,0.8248165425058289,0.7514092087686343,0.9999999999987996,0.9981362897687374
ntl_chip_Greenville_584,learned,33.73469924926758,0.9209936857223512,0.0205712150782346,0.0136587545275688,-0.0008204240584746,0.973648726940155,0.986820638179779,0.23183676305338935,0.8545955535465865,0.799636066229392,0.8287474408992043,0.8117014452472342,0.9999999999975612,0.9913821665254194
ntl_chip_Guaraciaba_do_Norte_937,learned,32.912315368652344,0.9208959341049194,0.022614138200879,0.0128712831065058,-8.28129705041647e-05,0.9287594556808472,0.9638659954071044,0.21818236000195965,0.8544156240262959,0.7797369980044309,0.8386207053907496,0.980993289385357,0.9999999999934068,0.9683214170808527
ntl_chip_Guarei_879,learned,32.57248306274414,0.917911410331726,0.0235164631158113,0.0130702927708625,-0.0002340768405701,0.9522939324378968,0.9759544730186462,0.2125399740260867,0.8489220685750895,0.7709479129701989,0.8361255354074186,0.9462761600843426,0.9999999999955849,0.980465773066992
ntl_chip_Gueoul_280,learned,31.48043441772461,0.7761802077293396,0.0266670640558004,0.0201019179075956,9.001456783153117e-05,0.8866872191429138,0.9416856169700624,0.19440820770339437,0.5880401725567984,0.7402595222228674,0.7479634854289594,0.9793404241936954,0.9999999999895132,0.9460385109695373
ntl_chip_Gurh_1574,learned,33.22732162475586,0.872556746006012,0.0218086764216423,0.0159459263086318,-0.0010795921552926,0.9468786120414734,0.9731927514076232,0.22341254810017663,0.7654386111196442,0.7875825888247466,0.8000710326791437,0.7522188184705535,0.9999999999950837,0.9776912855379044
ntl_chip_Gurupi_948,learned,36.676002502441406,0.9476333260536194,0.0146618857979774,0.0075432853773236,0.0004490354913286,0.9645227193832396,0.9822368621826172,0.280672520978595,0.9036306266374682,0.8571958173566825,0.9054227878327488,0.8969402064987211,0.9999999999967167,0.9867772022562128
ntl_chip_Gyegu_1068,learned,39.48273468017578,0.9426344633102416,0.0106131425127387,0.0066724456846714,0.000356363132596,0.9151040315628052,0.9569066762924194,0.3272739358598441,0.8944293162239373,0.8966325528683116,0.9163413181886628,0.9182097817075747,0.9999999999921431,0.9613299288665567
ntl_chip_Ha_Tinh_631,learned,30.306303024291992,0.8430836796760559,0.0305268839001655,0.0188049804419279,-0.0005203069304116,0.8912619352340698,0.9441699981689452,0.17491358522943248,0.7111881053421512,0.7026629932258976,0.7642244014254364,0.8805824353731024,0.9999999999899366,0.9485343760944971
ntl_chip_Harij_1608,learned,38.01491928100586,0.9414812326431274,0.0125672500580549,0.0084582334384322,-0.0002687480009626,0.9668054580688475,0.9833407402038574,0.3029031480346164,0.8923065867369999,0.8775985917113077,0.8939512296761905,0.9383186540530745,0.9999999999969278,0.9878861828976144
ntl_chip_Hayden_501,learned,35.66205596923828,0.9524810314178468,0.0164774227887392,0.0094514954835176,-0.0002288627729285,0.9841803908348083,0.9920958876609802,0.2638375185383747,0.9125537045732818,0.8395116010278049,0.8814977759784,0.9474728599996545,0.999999999998536,0.9966818005797718
ntl_chip_Heerhugowaard_20,learned,30.10480117797852,0.8842793107032776,0.0312433559447526,0.0202517732977867,-0.0010986875277012,0.9594258666038512,0.9795634746551514,0.17156796101423866,0.7870161102748532,0.6956842058508439,0.7460846084776623,0.7478361690469244,0.9999999999962449,0.9840914571305032
ntl_chip_Higashi-Matsuyama_1778,learned,31.80413246154785,0.9247559309005736,0.0256915334612131,0.018294496461749,-0.002534900791943,0.9791299700737,0.9896465539932252,0.19978270939476425,0.8615206458153217,0.7497616663036012,0.7706248157391385,0.41820556011975374,0.9999999999980685,0.9942211449913748
ntl_chip_Huajiang_1097,learned,32.72404098510742,0.8460981845855713,0.0231096744537353,0.0160669200122356,-0.0006005687755532,0.8894380927085876,0.9432356953620912,0.215056357197456,0.7167368464937879,0.7749102330644142,0.7985540216416137,0.8621612429594459,0.9999999999897679,0.9475957545203089
ntl_chip_Huishi_1104,learned,38.3289794921875,0.9288604259490968,0.0121209369972348,0.0081334263086318,0.0003057668509427,0.9380784034729004,0.968866765499115,0.30811762853085756,0.8690757108313183,0.8819458987384339,0.8980236399446546,0.9298223211166384,0.9999999999942693,0.9733453029789604
ntl_chip_Huozhou_1113,learned,34.253395080566406,0.9247759580612184,0.019378688186407,0.0115465698763728,-0.0003447374620009,0.9557559490203856,0.9777567386627196,0.2404488991963693,0.8615575094243573,0.811251860146229,0.855229872081392,0.9208780322890596,0.9999999999959053,0.9822763695925891
ntl_chip_Hyeres_1392,learned,33.73412322998047,0.9549646377563475,0.0205725748091936,0.0110766952857375,-0.0004164557321928,0.980220377445221,0.9901273846626282,0.23182719915057343,0.9171252309461216,0.7996228217862601,0.8611211285601814,0.9044177073058897,0.9999999999981695,0.994704198276158
ntl_chip_Hyosha_1010,learned,33.48940658569336,0.8051877021789551,0.0211604442447423,0.0158498659729957,-0.0002837470092345,0.7421163320541382,0.8615792989730835,0.22776406054431844,0.6414337091373475,0.7938966865853374,0.8012754308014293,0.9348761762866682,0.9999999999761335,0.8655619055808373
ntl_chip_Ilaka_Atsinanana_1876,learned,28.18498992919922,0.7193823456764221,0.0389716699719429,0.027436152100563,-0.0004439129552338,0.5847609043121338,0.7650163769721985,0.1396924863224314,0.48349344134955907,0.6204066555669543,0.6560073431573412,0.8981158986707828,0.9999999999615706,0.768552626370949
