image_id,learned_value,bicubic_value,delta_vs_bicubic
ntl_chip_Cuapiaxtla_de_Madero_1935,0.0358142964541912,0.0480278059840202,0.012213509529828998
ntl_chip_Molinella_1727,0.0284129567444324,0.0406077206134796,0.0121947638690472
ntl_chip_Eqbaliyeh_1697,0.0259396973997354,0.0374918095767498,0.011552112177014403
ntl_chip_Mechta_Ouled_Oulha_1279,0.0240299515426158,0.035070527344942,0.011040575802326202
ntl_chip_Ksar_Belezma_1272,0.0244178567081689,0.0351564660668373,0.010738609358668397
ntl_chip_Salida_508,0.0291998349130153,0.0396973975002765,0.010497562587261203
ntl_chip_Simav_359,0.0223534516990184,0.0326671302318573,0.010313678532838901
ntl_chip_Noya_1316,0.0264243502169847,0.0366799384355545,0.010255588218569797
ntl_chip_Hyeres_1392,0.0205725748091936,0.0305203944444656,0.009947819635271998
ntl_chip_Tiaret_1285,0.0203390065580606,0.0301569458097219,0.0098179392516613
