image_id,psnr,ssim,rmse,mae,bias,r2,pearson
ntl_chip_Akpassi_785,22.891939163208008,0.6410674452781677,0.0716807767748832,0.052658125758171,-0.0020833958406001,0.5871844291687012,0.7666653394699097
ntl_chip_Al_Mukalla_639,36.1128044128418,0.9313996434211732,0.0156441126018762,0.0095328260213136,1.668540789978579e-06,0.9725674390792848,0.9862520098686218
ntl_chip_Albuquerque_589,32.61017608642578,0.9452239274978638,0.0234146304428577,0.0130576314404606,-0.000778026995249,0.985457956790924,0.9927574992179872
ntl_chip_Alfter_1247,32.07966232299805,0.923393487930298,0.024889338761568,0.0173825435340404,-0.0009743463015183,0.9697721004486084,0.9848344326019288
ntl_chip_Ambatomarina_1864,30.708818435668945,0.7629777789115906,0.0291444975882768,0.0209368616342544,-8.853249164531007e-05,0.6577522158622742,0.8111454844474792
ntl_chip_Ambohidanerana_1862,32.8795280456543,0.787412703037262,0.0226996671408414,0.0173236783593893,0.0001901065115816,0.6998149156570435,0.8367577195167542
ntl_chip_Andribavontsona_1854,35.11188888549805,0.8329848647117615,0.0175549071282148,0.0135829159989953,-0.0001526490668766,0.6890410780906677,0.8302417993545532
ntl_chip_Anosiala_1888,33.75768280029297,0.8756658434867859,0.0205168481916189,0.0134974485263228,0.0001420437911292,0.9685382843017578,0.984182357788086
ntl_chip_Ansfelden_721,33.514801025390625,0.9381465315818788,0.0210986640304327,0.0123597960919141,-0.0002890905598178,0.9682592749595642,0.9840763807296752
ntl_chip_Aragarcas_885,38.18100738525391,0.9308086037635804,0.0123292123898863,0.0080770412459969,0.0005190911469981,0.9772113561630248,0.9886137247085572
ntl_chip_Arambagh_1618,28.21186828613281,0.8129453063011169,0.038851261138916,0.0257114060223102,-0.0012447749031707,0.8569372296333313,0.92589271068573
ntl_chip_Astrakhan_239,35.421173095703125,0.9568182229995728,0.0169407967478036,0.009314420633018,-0.0002325532695977,0.9835649728775024,0.991806983947754
ntl_chip_Awan Patti_100,35.34222412109375,0.9049798846244812,0.0170954838395118,0.012332278303802,-0.0013180968817323,0.9557957649230956,0.9778558611869812
ntl_chip_Baixo_Guandu_905,35.75592422485352,0.9146926403045654,0.0163003038614988,0.0099713765084743,0.0002291504060849,0.9409914016723632,0.970204770565033
ntl_chip_Bamukumbit_1039,26.59644317626953,0.7449184060096741,0.0467925630509853,0.0320940539240837,-0.0002283590147271,0.7750648856163025,0.8806551098823547
ntl_chip_Bareilly_1663,32.73268127441406,0.8635799884796143,0.0230867061764001,0.0163566395640373,-0.0012772554764524,0.954565405845642,0.9771189093589784
ntl_chip_Barletta_1738,33.79684829711914,0.9542276859283448,0.0204245503991842,0.0106977019459009,-0.0002180939045501,0.980147123336792,0.9900745749473572
ntl_chip_Barstow_530,35.53856658935547,0.957275688648224,0.0167133603245019,0.0077238311059772,0.0001513604074716,0.9585834741592408,0.9792107939720154
ntl_chip_Bedourie_725,27.8669548034668,0.687849760055542,0.0404250882565975,0.0313794091343879,-0.0022964621894061,0.5385963916778564,0.7350876331329346
ntl_chip_Belazao_1863,33.30400085449219,0.811252236366272,0.0216169916093349,0.0159439519047737,0.0001259594719158,0.86370450258255,0.9294429421424866
ntl_chip_Beloozerskiy_192,26.19220352172852,0.8374316692352295,0.0490217693150043,0.0337402820587158,-0.0016261471901088,0.8943579792976379,0.9458417296409608
ntl_chip_Bidur_1988,29.68240737915039,0.8187314867973328,0.0328002870082855,0.0233236588537693,-0.0009600791963748,0.9480098485946656,0.9737331867218018
ntl_chip_Bilenke_394,26.546646118164062,0.7215939164161682,0.0470616109669208,0.0369297824800014,-0.0043570385314524,0.6126701831817627,0.78485506772995
ntl_chip_Borgampad_1500,32.35309219360352,0.8453227877616882,0.0241180229932069,0.0164786614477634,-0.0002789838472381,0.9238951802253724,0.9612537026405334
ntl_chip_Brejo_da_Madre_de_Deus_943,36.18808364868164,0.9393522143363952,0.0155091034248471,0.009479203261435,-9.927409701049328e-05,0.9673131704330444,0.9835696816444396
ntl_chip_Bubanza_779,34.99365997314453,0.8658334612846375,0.0177955031394958,0.0129007939249277,-0.000286592694465,0.9538029432296752,0.976736068725586
ntl_chip_Bucak_365,33.84380340576172,0.9431129693984984,0.020314423367381,0.0115254148840904,-0.0003986644733231,0.9502255320549012,0.974993109703064
ntl_chip_Burglengenfeld_1235,32.26853561401367,0.9148773550987244,0.0243539586663246,0.0153898950666189,-0.0004573172482196,0.960360586643219,0.9800480008125304
ntl_chip_Buriti_do_Tocantins_815,35.73482131958008,0.9041239619255066,0.016339948400855,0.0102976793423295,0.0001497364137321,0.902428388595581,0.9502755999565125
ntl_chip_Buug_82,29.881778717041016,0.7470016479492188,0.0320559777319431,0.0214342847466468,-0.000712388602551,0.6653627157211304,0.8159241080284119
ntl_chip_Cadale_282,25.113439559936523,0.657365620136261,0.055504385381937,0.0425193235278129,-0.0035193422809243,0.589165210723877,0.7686672806739807
ntl_chip_Cadiz_1339,33.67826461791992,0.9587897658348083,0.0207053087651729,0.0111034708097577,-0.0005616199923679,0.9858505725860596,0.992965042591095
ntl_chip_Canarana_I_872,39.792598724365234,0.9423055648803712,0.0102411666885018,0.0068732416257262,0.0004920846549794,0.9558782577514648,0.97784161567688
ntl_chip_Cantonment_108,34.89923095703125,0.9439866542816162,0.0179900228977203,0.0126921720802783,-0.0026667164638638,0.9905542731285096,0.9953988194465636
ntl_chip_Carlos_Casares_697,38.64912414550781,0.9517344832420348,0.0116822915151715,0.0065102875232696,0.0005102076102048,0.9463330507278442,0.9730339646339417
ntl_chip_Chencha_1340,27.16399383544922,0.723497748374939,0.0438327938318252,0.0317388735711574,-0.0008167849155142,0.7404232025146484,0.8606744408607483
ntl_chip_Chengam_1585,28.79819869995117,0.7968126535415649,0.0363151952624321,0.0255993213504552,-0.0010671018389984,0.8779060244560242,0.9370826482772828
ntl_chip_Cherutana_Tekku_1508,32.867759704589844,0.8835864067077637,0.0227304343134164,0.0162477176636457,-0.0015029482310637,0.9757290482521056,0.9878759384155272
ntl_chip_Ciudad_del_Plata_608,32.99720001220703,0.9364320635795592,0.0223942026495933,0.0126917222514748,-0.0005803213571198,0.9873855710029602,0.9937132000923156
ntl_chip_Cloppenburg_1251,32.19232177734375,0.9148143529891968,0.0245685949921607,0.0141418101266026,-0.0002377344499109,0.917333960533142,0.9578644037246704
ntl_chip_Covington_418,34.86913299560547,0.9426565766334534,0.0180524699389934,0.010356830433011,-0.0003954540006816,0.9642205834388732,0.9821078777313232
ntl_chip_Cuapiaxtla_de_Madero_1935,28.91883850097656,0.9011663794517516,0.0358142964541912,0.023098949342966,-0.0010637906379997,0.9429086446762084,0.971143364906311
ntl_chip_Cunupia_380,31.83332252502441,0.9281285405158995,0.0256053414195776,0.016813475638628,-0.0010600266978144,0.985264539718628,0.9926581382751464
ntl_chip_Currumbin_726,33.78932189941406,0.9511353373527528,0.0204422511160373,0.0105431526899337,-0.0002603945904411,0.9813830256462096,0.9907070398330688
ntl_chip_Cuttack_1651,32.344608306884766,0.8851513862609863,0.0241415910422801,0.0167339816689491,-0.0009434038656763,0.9705821871757508,0.9852473735809326
ntl_chip_Dabou_1027,31.696678161621094,0.8543579578399658,0.026011349633336,0.0162632465362548,-0.0002537342079449,0.9364458918571472,0.9677438139915466
ntl_chip_Dadukou_1109,24.010692596435547,0.726701557636261,0.0630180463194847,0.0402389913797378,-0.000815282750409,0.7775557041168213,0.8819674253463745
ntl_chip_Datori_784,24.02377700805664,0.6608116626739502,0.062923178076744,0.046511348336935,-0.0008889567106962,0.660504937171936,0.812916100025177
ntl_chip_Denan_1346,31.638896942138672,0.7559765577316284,0.0261849630624055,0.0203412771224975,-0.0016088373959064,0.5383365154266357,0.7350736260414124
ntl_chip_Dhariwal_1577,34.94390106201172,0.9108655452728271,0.0178977381438016,0.0130309602245688,-0.0017485599964857,0.9515251517295836,0.975774586200714
ntl_chip_Dire_1898,28.522388458251957,0.6893001198768616,0.0374868549406528,0.0292259007692337,-0.0001328576763626,0.6971296072006226,0.835014283657074
ntl_chip_Divinopolis_963,31.55684471130371,0.9236485362052916,0.0264334995299577,0.0141341527923941,-0.0003638858906924,0.9681382179260254,0.984037458896637
ntl_chip_Dom_Pedrito_942,39.211570739746094,0.928712785243988,0.0109497318044304,0.0078265089541673,0.0003685714909806,0.9565605521202089,0.9781306385993958
ntl_chip_Douar_Ras_el_Ksar_1834,40.22442626953125,0.9589673280715942,0.0097444141283631,0.006163359619677,0.0004369403759483,0.981754720211029,0.9909221529960632
ntl_chip_El Crucero_8,32.112937927246094,0.9024947881698608,0.0247941762208938,0.0154821071773767,-0.0005568243796005,0.9735655188560486,0.986751914024353
ntl_chip_El_Seibo_1266,34.476524353027344,0.9141407012939452,0.0188872069120407,0.0115302987396717,-0.0002811306912917,0.9485989809036256,0.97412770986557
ntl_chip_Engandiyur_1606,33.455936431884766,0.8752155303955078,0.0212421417236328,0.0155663453042507,-0.0010780612938106,0.9705836176872252,0.9852620363235474
ntl_chip_Eqbaliyeh_1697,31.720638275146484,0.9306243062019348,0.0259396973997354,0.0163305252790451,-0.0009923207107931,0.9742335677146912,0.9870941042900084
ntl_chip_Erzurum_377,34.699256896972656,0.9458460211753844,0.0184090174734592,0.0097972927615046,5.732908175559714e-05,0.977351188659668,0.9886592626571656
ntl_chip_Eydhafushi_1927,34.96306228637695,0.8882167339324951,0.017858300358057,0.0110074169933795,-7.310384535230696e-05,0.77149498462677,0.8786073923110962
ntl_chip_Fontaine-lEveque_762,30.9782829284668,0.9092011451721193,0.0282542072236537,0.0179742537438869,-0.0006778714596293,0.9565963745117188,0.9781309962272644
ntl_chip_Forest_Hills_529,33.24216842651367,0.9309494495391846,0.0217714309692382,0.0140488464385271,-0.0010476941242814,0.9836806654930116,0.9918614625930786
ntl_chip_Fotadrevo_1891,36.276145935058594,0.8609893321990967,0.0153526533395051,0.011477518826723,0.0001263806043425,0.5901058912277222,0.7684547305107117
ntl_chip_Funadhoo_1926,35.75154113769531,0.9034010767936708,0.0163085237145423,0.0100596016272902,-1.0803380064317024e-05,0.8114473819732666,0.9010117650032043
ntl_chip_Gaoping_1131,35.45347595214844,0.9466787576675416,0.016877906396985,0.0099777933210134,-0.0005798757774755,0.9863117337226868,0.9931799173355104
ntl_chip_Gayeri_765,21.814189910888672,0.6157919764518738,0.0811503157019615,0.0616016536951065,-0.0018115286948159,0.669075071811676,0.8182246088981628
ntl_chip_Gisborne_34,38.08053588867188,0.9197552800178528,0.0124726649373769,0.0085863871499896,0.000292852288112,0.9458771347999572,0.972631573677063
ntl_chip_Gosen_1773,34.37561798095703,0.9410903453826904,0.0191079080104827,0.0117209013551473,-0.0005073061329312,0.9786964058876038,0.9893479943275452
ntl_chip_Granadero_Baigorria_705,32.05979537963867,0.9480791091918944,0.024946330115199,0.0139722749590873,-0.0010831196559593,0.987030565738678,0.9935436844825744
ntl_chip_Greenville_584,33.73469924926758,0.9209936857223512,0.0205712150782346,0.0136587545275688,-0.0008204240584746,0.973648726940155,0.986820638179779
ntl_chip_Guaraciaba_do_Norte_937,32.912315368652344,0.9208959341049194,0.022614138200879,0.0128712831065058,-8.28129705041647e-05,0.9287594556808472,0.9638659954071044
ntl_chip_Guarei_879,32.57248306274414,0.917911410331726,0.0235164631158113,0.0130702927708625,-0.0002340768405701,0.9522939324378968,0.9759544730186462
ntl_chip_Gueoul_280,31.48043441772461,0.7761802077293396,0.0266670640558004,0.0201019179075956,9.001456783153117e-05,0.8866872191429138,0.9416856169700624
ntl_chip_Gurh_1574,33.22732162475586,0.872556746006012,0.0218086764216423,0.0159459263086318,-0.0010795921552926,0.9468786120414734,0.9731927514076232
ntl_chip_Gurupi_948,36.676002502441406,0.9476333260536194,0.0146618857979774,0.0075432853773236,0.0004490354913286,0.9645227193832396,0.9822368621826172
ntl_chip_Gyegu_1068,39.48273468017578,0.9426344633102416,0.0106131425127387,0.0066724456846714,0.000356363132596,0.9151040315628052,0.9569066762924194
ntl_chip_Ha_Tinh_631,30.306303024291992,0.8430836796760559,0.0305268839001655,0.0188049804419279,-0.0005203069304116,0.8912619352340698,0.9441699981689452
ntl_chip_Harij_1608,38.01491928100586,0.9414812326431274,0.0125672500580549,0.0084582334384322,-0.0002687480009626,0.9668054580688475,0.9833407402038574
ntl_chip_Hayden_501,35.66205596923828,0.9524810314178468,0.0164774227887392,0.0094514954835176,-0.0002288627729285,0.9841803908348083,0.9920958876609802
ntl_chip_Heerhugowaard_20,30.10480117797852,0.8842793107032776,0.0312433559447526,0.0202517732977867,-0.0010986875277012,0.9594258666038512,0.9795634746551514
ntl_chip_Higashi-Matsuyama_1778,31.80413246154785,0.9247559309005736,0.0256915334612131,0.018294496461749,-0.002534900791943,0.9791299700737,0.9896465539932252
ntl_chip_Huajiang_1097,32.72404098510742,0.8460981845855713,0.0231096744537353,0.0160669200122356,-0.0006005687755532,0.8894380927085876,0.9432356953620912
ntl_chip_Huishi_1104,38.3289794921875,0.9288604259490968,0.0121209369972348,0.0081334263086318,0.0003057668509427,0.9380784034729004,0.968866765499115
ntl_chip_Huozhou_1113,34.253395080566406,0.9247759580612184,0.019378688186407,0.0115465698763728,-0.0003447374620009,0.9557559490203856,0.9777567386627196
ntl_chip_Hyeres_1392,33.73412322998047,0.9549646377563475,0.0205725748091936,0.0110766952857375,-0.0004164557321928,0.980220377445221,0.9901273846626282
ntl_chip_Hyosha_1010,33.48940658569336,0.8051877021789551,0.0211604442447423,0.0158498659729957,-0.0002837470092345,0.7421163320541382,0.8615792989730835
ntl_chip_Ilaka_Atsinanana_1876,28.18498992919922,0.7193823456764221,0.0389716699719429,0.027436152100563,-0.0004439129552338,0.5847609043121338,0.7650163769721985
ntl_chip_Imzouren_1845,35.14192199707031,0.9437493085861206,0.01749431155622,0.0101978778839111,-0.0001864111691247,0.9777398109436036,0.9888720512390136
ntl_chip_Inongo_1007,29.935590744018555,0.7188743352890015,0.0318579897284507,0.0234916433691978,-0.000254095532,0.5269037485122681,0.726091742515564
ntl_chip_Irshava_391,34.47771453857422,0.915884494781494,0.0188846159726381,0.0127058941870927,-0.0003474112891126,0.9425809383392334,0.9709540009498596
ntl_chip_Isangel_635,39.5434455871582,0.9315073490142822,0.0105392131954431,0.0070783607661724,0.0003855903050862,0.8280770182609558,0.9101210236549376
ntl_chip_Itaperucu_907,32.26377868652344,0.9030537009239196,0.0243673026561737,0.0161676835268735,-0.0010795521084219,0.9886435270309448,0.9943453669548036
ntl_chip_Jabonga_65,31.8736572265625,0.8020081520080566,0.025486709550023,0.016461007297039,-0.0015814859652891,0.8118182420730591,0.9014724493026732
ntl_chip_Jafarabad_1593,34.666961669921875,0.8876626491546631,0.0184775963425636,0.012154197320342,-0.0002681653713807,0.9307570457458496,0.964823305606842
ntl_chip_Jieshou_1128,34.369590759277344,0.9383551478385924,0.0191211756318807,0.012480104342103,-0.001097388099879,0.9796455502510072,0.9898346066474916
ntl_chip_Johnston_542,32.717044830322266,0.9388738870620728,0.0231282971799373,0.0144353294745087,-0.0011390236904844,0.9866052865982056,0.9933239817619324
ntl_chip_Kadiana_1901,28.31891822814941,0.7242468595504761,0.0383753702044487,0.0284646470099687,-0.0001745214976835,0.7493983507156372,0.8658907413482666
ntl_chip_Kaedi_1923,34.87325668334961,0.8370600938796997,0.0180439036339521,0.0136285508051514,0.0001332202809862,0.8013683557510376,0.8952893614768982
ntl_chip_Kamikawa_1744,33.97462844848633,0.9137643575668336,0.0200107414275407,0.0132557339966297,-0.0006330041214823,0.9762834310531616,0.9881518483161926
ntl_chip_Kaoni_1490,34.35747528076172,0.924477219581604,0.0191478580236434,0.0136151453480124,-0.0009949792874976,0.9617067575454712,0.9807503819465636
