image_id,psnr_delta,psnr_improved,ssim_delta,ssim_improved,rmse_delta,rmse_improved,mae_delta,mae_improved,bias_delta,bias_improved,r2_delta,r2_improved,pearson_delta,pearson_improved
ntl_chip_Nogliki_173,1.4397544860839844,1,0.03354239463806152,1,0.002849010750651297,1,0.0014202669262886013,1,-7.788707989671522e-05,0,0.03736442327499401,1,0.018972456455230824,1
ntl_chip_North_Little_Rock_562,2.7255287170410156,1,0.05714088678359974,1,0.0090733375400305,1,0.005593249574303603,1,-0.001313858821958987,0,0.016926825046539418,1,0.008312523365020752,1
ntl_chip_Nova_Ponte_869,2.6268291473388636,1,0.03516125679016113,1,0.006666056811809602,1,0.0019995626062155013,1,-0.00026238409918726935,0,0.0662212371826173,1,0.029608845710754395,1
ntl_chip_Noya_1316,2.8484554290771484,1,0.07303154468536377,1,0.010255588218569797,1,0.005940945819020299,1,-0.0007243703876156066,0,0.04021602869033836,1,0.019222378730774037,1
ntl_chip_Palmira_1204,1.9317436218261719,1,0.027951836585998424,1,0.0032299431040883012,1,0.0014961212873459,1,-8.929674368112064e-05,0,0.03202635049819946,1,0.015250444412231223,1
ntl_chip_Panabo_96,1.1099147796630895,1,0.07428240776062012,1,0.006098691374063499,1,0.004588630050420796,1,-0.0014541055570589149,0,0.02067244052886963,1,0.010410964488983154,1
ntl_chip_Panamaram_1545,1.0753536224365234,1,0.0877942442893982,1,0.004105558618903198,1,0.002868810668587702,1,-0.0014441361709031679,0,0.04577761888504028,1,0.023909687995910756,1
ntl_chip_Paripiranga_891,2.111042022705078,1,0.03575551509857189,1,0.004170587286353099,1,0.001909188926220001,1,-0.00023567576863568046,0,0.020465195178985596,1,0.009979546070098988,1
ntl_chip_Paris_425,2.4627113342285156,1,0.03979825973510742,1,0.005133049562573402,1,0.0024000070989131997,1,-1.6773774405010038e-05,0,0.03430831432342518,1,0.016671478748321533,1
ntl_chip_Pataskala_518,2.6736392974853516,1,0.059960126876831055,1,0.008425174281001101,1,0.005315907299518599,1,-0.0017328248432021778,0,0.012006223201751598,1,0.005968213081359863,1
ntl_chip_Patera_1543,1.3149700164794922,1,0.08965915441513062,1,0.0043757148087023995,1,0.0029816217720507986,1,-0.0009340671967946869,0,0.043024539947509766,1,0.022123634815216064,1
ntl_chip_Plouzane_1372,2.1246337890625,1,0.046012282371520996,1,0.005916882306337301,1,0.0026547107845545006,1,-3.0440238333540037e-05,0,0.02674841880798362,1,0.013105690479278786,1
ntl_chip_Polyarnyye_Zori_195,-18.25751495361328,0,-0.0014025568962098278,0,-0.0008110975689987248,0,-0.0002327276015421,0,-0.0002327276015421,0,-10805271553.0,0,0.0,0
ntl_chip_Porta_Westfalica_1249,2.215818405151367,1,0.05719977617263794,1,0.0071979016065597985,1,0.003922007977962497,1,-0.000621744704403605,0,0.031125903129577637,1,0.015212535858154186,1
ntl_chip_Prichard_516,2.8364410400390625,1,0.056716203689575195,1,0.009424142539501204,1,0.005479096435010501,1,-0.0009559890022501,0,0.016500771045684814,1,0.008137345314025879,1
ntl_chip_Pueblo_Nuevo_1190,1.27264404296875,1,0.0516166090965271,1,0.0037825237959623996,1,0.0019746180623768997,1,-0.00014302870113161738,0,0.0569300651550293,1,0.02869015932083141,1
ntl_chip_Puerto_Suarez_795,2.5231285095214844,1,0.028535306453704834,1,0.0050064492970705015,1,0.001775068230927001,1,-0.0004097712371730463,0,0.019357025623321422,1,0.009379863739013672,1
ntl_chip_Pul-e_Khumri_673,1.8123359680175781,1,0.027591586112976074,1,0.003152602352202001,1,0.0015080748125909996,1,-0.000701428718457441,0,0.023706912994384766,1,0.011541247367858776,1
ntl_chip_Radyvyliv_395,1.9524078369140625,1,0.0682988166809082,1,0.005632171407342002,1,0.0026167798787355995,1,-0.0008870223391567592,0,0.10042452812194824,1,0.050145506858825684,1
ntl_chip_Raiyam_1550,1.7883777618408239,1,0.07111179828643799,1,0.004680538550019299,1,0.0030757747590541996,1,-0.0011224359986953469,0,0.0516740083694458,1,0.025081515312194713,1
ntl_chip_Remedios_1206,1.4466915130615199,1,0.08221542835235596,1,0.005382558330893499,1,0.003242863342165999,1,-0.00031540870622841867,0,0.04955697059631348,1,0.024309873580932617,1
ntl_chip_Rio_Grande_1264,2.830080032348633,1,0.04763674736022949,1,0.008122628554701802,1,0.0044088996946812006,1,-0.0005940081464359081,0,0.015607714653015026,1,0.0076451897621155895,1
ntl_chip_Rio_Real_933,2.3482398986816406,1,0.035685062408447266,1,0.005229942500591302,1,0.0021824836730956997,1,-7.74649088270602e-05,0,0.0324397087097168,1,0.015216052532196045,1
ntl_chip_Rome_564,2.6379776000976562,1,0.04424732923507679,1,0.008208941668271998,1,0.0037827678024768985,1,-0.00035828530963039995,0,0.027027368545532227,1,0.013174593448639027,1
ntl_chip_Sablayan_95,0.9070568084716797,1,0.12692010402679443,1,0.005320809781551403,1,0.004221111536026001,1,-0.0015214753366307816,0,0.062493324279785156,1,0.0349651575088501,1
ntl_chip_Salida_508,2.667610168457035,1,0.07068949937820446,1,0.010497562587261203,1,0.0057741701602936,1,-0.0009993963903979447,0,0.020039260387420543,1,0.009850025177001842,1
ntl_chip_San_Antonio_Huista_1434,1.9084396362304688,1,0.0848953127861023,1,0.007694199681282099,1,0.0039798785001038985,1,-0.00036601737519957855,0,0.07992541790008545,1,0.038450658321380726,1
ntl_chip_San_Jose_del_Guaviare_1185,1.222173690795902,1,0.07836323976516724,1,0.003884067758917798,1,0.0023756045848131006,1,-0.00012899432113044578,0,0.06344902515411377,1,0.033609628677368164,1
ntl_chip_San_Juan_Lalana_1958,1.1081123352050817,1,0.10709244012832642,1,0.0046734474599361,1,0.0031755808740853986,1,-0.00095214915927493,0,0.0737120509147644,1,0.039558589458465576,1
ntl_chip_Sandila_1641,1.8861522674560547,1,0.07730728387832642,1,0.005779705941677,1,0.0033886767923831974,1,-0.0011388957791495867,0,0.04709017276763927,1,0.02327585220336925,1
ntl_chip_Sao Joao de Ver_134,2.355493545532223,1,0.07370895147323608,1,0.009324274957180002,1,0.0064676757901907,1,-0.0015161281444305975,0,0.014503419399261364,1,0.007176756858825573,1
ntl_chip_Sao_Miguel_do_Araguaia_902,1.9901275634765554,1,0.016064465045928955,1,0.0025497302412987,1,0.0008779801428317998,1,-0.0006935824058018516,0,0.03741145133972168,1,0.01779693365097046,1
ntl_chip_Sassenage_1378,2.9498214721679688,1,0.035934388637542614,1,0.0076450221240521,1,0.0032495725899934005,1,-0.00025486817503401837,0,0.02453237771987915,1,0.011873543262481578,1
ntl_chip_Savissivik_1422,-18.25751495361328,0,-0.0014025568962098278,0,-0.0008110975689987248,0,-0.0002327276015421,0,-0.0002327276015421,0,-10805271553.0,0,0.0,0
ntl_chip_Segala_Mba_1911,0.8639640808105504,1,0.1591111421585083,1,0.009720414876937894,1,0.008314996957778903,1,-0.0015635154413758,0,0.06693530082702637,1,0.038303375244140625,1
ntl_chip_Serafina_Corea_854,3.1237373352050746,1,0.0455632209777832,1,0.009271986782550801,1,0.0037873713299632003,1,-7.18953670002e-05,0,0.047330081462859996,1,0.022064387798309215,1
ntl_chip_Shuinancun_1050,1.9582881927490234,1,0.04491919279098522,1,0.0055343266576529,1,0.0030320025980471975,1,-0.0006380717968567852,0,0.011403203010558971,1,0.005615115165710449,1
ntl_chip_Shumanay_609,2.182209014892578,1,0.03395724296569824,1,0.0042252577841281995,1,0.0019379695877432008,1,-0.00010512890366948511,0,0.04620087146759033,1,0.022324323654174805,1
ntl_chip_Silute_1816,1.2639102935791016,1,0.07107287645339966,1,0.003588678315281899,1,0.0025063399225473994,1,-0.00017720461619311165,0,0.050121009349823,1,0.0250985026359557,1
ntl_chip_Simav_359,3.295282363891605,1,0.07655942440032959,1,0.010313678532838901,1,0.0043476074934006,1,-1.2642412912100554e-06,0,0.07810837030410778,1,0.03715306520462036,1
ntl_chip_Smolensk_244,1.999679565429684,1,0.05817151069641113,1,0.0063181538134813,1,0.0034959521144628976,1,-0.00035032617597607473,0,0.020294904708862416,1,0.010056138038635143,1
ntl_chip_Solon_1060,1.2381057739257812,1,0.055618345737457275,1,0.002629961818456601,1,0.001764819025993401,1,-0.0006661749603153556,0,0.09981167316436768,1,0.054290175437927246,1
ntl_chip_South_Jordan_596,2.3088016510009766,1,0.051227569580078125,1,0.008248345926404,1,0.0046430695801973,1,-0.0013192241676733192,0,0.0119040608406068,1,0.005904078483581432,1
ntl_chip_South_Sioux_City_446,2.7940711975097656,1,0.03231126070022583,1,0.006228521466255198,1,0.002753870561718899,1,-0.00015085838094818874,0,0.015249490737914817,1,0.007467746734619252,1
ntl_chip_Sroda Wielkopolska_126,2.440628051757809,1,0.07344383001327504,1,0.008896704763174102,1,0.0054293982684612,1,-0.00068128257407804,0,0.030749380588531383,1,0.014864504337310791,1
ntl_chip_St_Helens_486,2.5323715209960938,1,0.03992283344268799,1,0.008009312674403201,1,0.004316478967666699,1,-0.0008502786004101,0,0.012447834014892467,1,0.006122291088104359,1
ntl_chip_Sukkur_109,2.378471374511726,1,0.030912220478057972,1,0.004679229110479398,1,0.0022995583713053998,1,-0.0006666625995421767,0,0.012758731842041016,1,0.006257414817810059,1
ntl_chip_Takieta_1998,0.9417514801025391,1,0.1420726180076599,1,0.006850186735391603,1,0.005371108651161201,1,-0.0015085260092746284,0,0.08178150653839111,1,0.04653525352478027,1
ntl_chip_Tan_Phong_627,1.4234848022460973,1,0.07892477512359619,1,0.006316512823104803,1,0.004443479701876703,1,-0.001139173273259031,0,0.02658689022064198,1,0.013364315032959206,1
ntl_chip_Tangshan_1116,2.4015941619873047,1,0.06002235412597645,1,0.0075131300836802015,1,0.004755489528179099,1,-0.001531691617856225,0,0.013530194759368896,1,0.006722986698150635,1
ntl_chip_Terrier_Rouge_1447,2.689159393310547,1,0.022510647773742565,1,0.004942572675645301,1,0.0015769638121128013,1,-0.00021219502377782984,0,0.04867827892303478,1,0.023058950901031494,1
ntl_chip_Tianmingsi_1070,2.317596435546875,1,0.030489444732666127,1,0.0051109418272972,1,0.0022539431229232996,1,1.531706948298961e-05,1,0.012546360492706299,1,0.006244659423828014,1
ntl_chip_Tiaret_1285,3.421094894409176,1,0.0432773232460022,1,0.0098179392516613,1,0.0034608161076904002,1,-0.00019190452439937802,0,0.041202306747436745,1,0.019467413425445557,1
ntl_chip_Tinogasta_693,2.170928955078125,1,0.016646921634674072,1,0.0031694797798991012,1,0.0009926836937666,1,-0.0005394902764237326,0,0.031886398792266846,1,0.015523552894592174,1
ntl_chip_Tissint_1831,1.1257362365722656,1,0.057736098766326904,1,0.0027215238660573994,1,0.0016126958653331011,1,-4.13305897382088e-05,0,0.10165411233901978,1,0.05416405200958252,1
ntl_chip_Trindade_290,0.9269008636474574,1,0.07603269815444946,1,0.0045417658984662004,1,0.0032967403531074004,1,-0.00031693853816250003,0,0.05120784044265747,1,0.027638494968414307,1
ntl_chip_Tullahoma_512,2.7559890747070312,1,0.040384650230407715,1,0.007324580103158999,1,0.0032675629481674004,1,-0.0004980768408131479,0,0.025831282138824352,1,0.01244056224822998,1
ntl_chip_Tumby_Bay_730,1.5551567077636719,1,0.040422141551971436,1,0.0027794493362308017,1,0.0013746032491326002,1,-0.00047964860277712487,0,0.11226820945739746,1,0.058158278465270996,1
ntl_chip_Vanduvancheri_1486,1.3553085327148438,1,0.07247328758239746,1,0.0043400283902884015,1,0.0029551815241575,1,-0.0007666911769773787,0,0.031017541885375977,1,0.01575118303298939,1
ntl_chip_Vilattikulam_1566,2.296920776367191,1,0.08663398027420044,1,0.008547835052013397,1,0.004510968923568701,1,-0.0008616225386503666,0,0.06656098365783691,1,0.03256559371948242,1
ntl_chip_Vilyeyka_974,1.0427227020263672,1,0.09657025337219238,1,0.005045127123594305,1,0.0037834849208592987,1,-0.000402114645112261,0,0.04949617385864258,1,0.02526223659515392,1
ntl_chip_Visby_262,1.6018943786621058,1,0.04282486438751232,1,0.004627680405974402,1,0.0020713685080409,1,3.768454189405692e-05,1,0.029664695262909158,1,0.014937043190002441,1
ntl_chip_Wang_Nam_Yen_322,1.1042327880859375,1,0.09876769781112671,1,0.006238475441932699,1,0.003724455833435003,1,-0.0008388290589209079,0,0.059882283210754395,1,0.031525611877441406,1
ntl_chip_Weipa_742,2.5902748107910156,1,0.024076104164123646,1,0.004885541275143599,1,0.0013675820082427008,1,-0.0004007810130132955,0,0.07670199871063244,1,0.035929977893829235,1
ntl_chip_Wilrijk_763,2.006975173950199,1,0.07488465309143078,1,0.0084169879555702,1,0.0065481457859278,1,-0.0019118625532428151,0,0.02190423011779774,1,0.010686516761780007,1
ntl_chip_Wolfsberg_722,2.751104354858402,1,0.03770536184310902,1,0.00705736130476,1,0.0025044586509465998,1,-7.830875983917951e-05,0,0.07337093353271484,1,0.035107195377350076,1
ntl_chip_Zhabinka_973,1.6626434326171875,1,0.03866630792617809,1,0.003216017968952699,1,0.0016512321308255005,1,-8.82695785548494e-05,0,0.019318580627441406,1,0.00960385799407959,1
ntl_chip_Ziyodin_Shaharchasi_611,2.837535858154297,1,0.026754021644592285,1,0.004571889527142098,1,0.0019563436508179006,1,-0.00014543562429016686,0,0.02430182695388783,1,0.011896312236786,1
