image_id,learned_value,bicubic_value,delta_vs_bicubic
ntl_chip_Segala_Mba_1911,20.63548851013184,19.77152442932129,0.8639640808105504
ntl_chip_Gayeri_765,21.814189910888672,21.01804542541504,0.7961444854736328
ntl_chip_Akpassi_785,22.891939163208008,22.08631706237793,0.8056221008300781
ntl_chip_Ndele_1013,23.15469741821289,22.051572799682617,1.1031246185302734
ntl_chip_Dadukou_1109,24.010692596435547,23.10722541809082,0.9034671783447266
ntl_chip_Datori_784,24.02377700805664,23.07205390930176,0.9517230987548793
ntl_chip_Takieta_1998,24.463546752929688,23.52179527282715,0.9417514801025391
ntl_chip_Nang_Rong_326,24.94060516357422,23.882408142089844,1.058197021484375
ntl_chip_Cadale_282,25.113439559936523,24.307090759277344,0.8063488006591797
ntl_chip_Mao_305,25.65725517272949,24.83016586303711,0.8270893096923793
